Amount.Requested,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score
23710,13000,12909.48,0.1074,36,debt_consolidation,19.25%,CA,RENT,3200,715-719,7,28032,1,< 1 year,715
10,5000,525,0.0933,36,home_improvement,11.93%,WI,MORTGAGE,15000,715-719,16,60568,1,2 years,715
38028,6400,6400,0.0751,36,major_purchase,9.58%,IL,RENT,6400,735-739,11,12306,1,< 1 year,735
49038,3825,3800,0.079,36,small_business,3.72%,NY,RENT,3333.33,745-749,3,5106,0,5 years,745
56804,8000,8000,0.1799,36,debt_consolidation,3.96%,FL,RENT,7750,660-664,9,8080,1,5 years,660
41014,8000,7975,0.1727,36,debt_consolidation,8.60%,FL,MORTGAGE,1833.33,665-669,7,2963,1,3 years,665
84840,6000,6000,0.1531,36,debt_consolidation,6.26%,NJ,RENT,11833.33,660-664,21,21567,0,5 years,660
35260,2500,2500,0.089,36,other,22.49%,MO,RENT,2583.33,715-719,7,5883,3,2 years,715
85721,10000,10000,0.1311,36,debt_consolidation,18.72%,CO,RENT,4625,685-689,13,7411,0,2 years,685
46870,14600,14600,0.0976,36,credit_card,29.51%,FL,OWN,2500,730-734,14,23616,1,2 years,730
16032,24000,23800,0.2114,60,other,12.92%,MI,RENT,9166.67,660-664,7,4324,0,10+ years,660
100985,2200,2200,0.079,36,major_purchase,8.16%,WA,MORTGAGE,5500,770-774,8,2927,0,3 years,770
84917,10000,10000,0.1311,36,debt_consolidation,18.96%,CA,RENT,8744.26,680-684,16,27086,0,< 1 year,680
57190,5000,5000,0.0976,36,credit_card,28.28%,NC,MORTGAGE,4583.33,695-699,15,38092,0,10+ years,695
38205,12300,12300,0.0751,36,debt_consolidation,22.29%,FL,RENT,3750,735-739,6,27282,1,7 years,735
5794,2500,2500,0.1322,36,debt_consolidation,15.60%,CA,MORTGAGE,3166.67,690-694,10,3777,2,< 1 year,690
8628,15000,14825,0.1273,36,other,16.89%,PA,MORTGAGE,6691.67,700-704,14,14488,3,3 years,700
46021,1000,1000,0.1074,36,debt_consolidation,9%,UT,RENT,1100,715-719,5,1314,0,2 years,715
33641,18000,17975,0.1171,36,debt_consolidation,10.34%,AZ,RENT,3540,700-704,8,14960,0,< 1 year,700
93511,5000,5000,0.158,36,debt_consolidation,17.61%,CA,RENT,4583.33,700-704,4,4164,2,7 years,700
15634,6000,5956.31,0.0999,36,debt_consolidation,17.86%,CO,MORTGAGE,4980,685-689,10,15280,1,n/a,685
22510,2500,2500,0.1037,36,debt_consolidation,24.30%,NJ,RENT,2000,705-709,10,1523,0,2 years,705
80484,6000,6000,0.1016,36,home_improvement,6.56%,NC,MORTGAGE,2333.33,710-714,6,440,3,8 years,710
325,7000,5525,0.0775,36,debt_consolidation,10.37%,NV,RENT,4158,765-769,13,6634,0,8 years,765
23743,4200,4200,0.1306,36,major_purchase,13.82%,NJ,MORTGAGE,6500,680-684,14,23653,1,10+ years,680
59901,12500,12500,0.1409,36,debt_consolidation,21.50%,TX,OWN,2083.33,685-689,9,11967,0,6 years,685
10326,15400,9458.33,0.1632,60,house,15.17%,VA,RENT,6500,695-699,11,9989,1,4 years,695
92989,30000,30000,0.1777,36,other,9.41%,MN,RENT,10192,710-714,12,24188,0,< 1 year,710
98277,20700,20700,0.1629,60,debt_consolidation,32.95%,CA,RENT,6250,720-724,20,22277,1,7 years,720
54017,7000,7000,0.1311,36,medical,22.36%,IL,MORTGAGE,5833.33,685-689,7,28985,1,5 years,685
45793,8000,8000,0.079,36,medical,8.91%,NY,RENT,3166.67,755-759,4,680,0,6 years,755
53635,18000,18000,0.2099,60,credit_card,11.63%,CA,RENT,9051.83,670-674,5,32394,2,4 years,670
34440,12000,12000,0.0662,36,debt_consolidation,4.73%,WA,MORTGAGE,7083.33,745-749,9,6578,1,10+ years,745
43487,5500,5500,0.1269,36,credit_card,19.33%,VA,RENT,1800,670-674,6,12567,0,4 years,670
25993,18000,17975,0.1099,60,debt_consolidation,15.35%,CA,RENT,5666.67,750-754,12,1372,0,2 years,750
37383,5400,5400,0.1629,36,medical,20.03%,GA,RENT,2666.67,660-664,9,11114,1,1 year,660
74054,18000,18000,0.1212,60,debt_consolidation,19.16%,VA,MORTGAGE,7583.33,730-734,14,26622,0,3 years,730
49539,3000,3000,0.1074,36,other,15.55%,DE,RENT,2000,705-709,5,1750,1,2 years,705
61152,21000,21000,0.0762,36,debt_consolidation,6.84%,IL,MORTGAGE,5333.33,775-779,7,19178,0,7 years,775
61151,8000,8000,0.1777,36,credit_card,34.56%,IL,RENT,3291.67,725-729,26,18518,0,2 years,725
103989,1750,1750,0.0788,36,debt_consolidation,23.35%,VA,MORTGAGE,2000,735-739,13,13826,5,10+ years,735
988,7500,214.02,0.08,36,other,7.17%,KS,MORTGAGE,3750,795-799,14,9409,1,7 years,795
47060,9500,9500,0.1465,36,debt_consolidation,8.82%,CA,RENT,5416.67,685-689,4,7831,0,1 year,685
71136,14500,14500,0.1409,36,debt_consolidation,27.78%,MI,MORTGAGE,6250,705-709,9,46129,0,10+ years,705
58346,4800,4800,0.1999,36,debt_consolidation,20.44%,NM,MORTGAGE,2500,660-664,4,21514,1,n/a,660
30210,3800,3800,0.0699,36,credit_card,3.18%,NY,RENT,3583.33,740-744,9,3766,0,4 years,740
101065,20675,20675,0.1727,60,debt_consolidation,13.30%,MD,RENT,3916.67,710-714,5,2449,0,1 year,710
101515,3500,225,0.1028,36,other,10%,NY,RENT,15000,685-689,,,,< 1 year,685
101340,27050,27050,0.1905,60,debt_consolidation,12.89%,MI,MORTGAGE,5083.33,690-694,8,15793,0,6 years,690
7167,8000,7850,0.1533,36,debt_consolidation,16.04%,FL,MORTGAGE,6416.67,675-679,8,25573,3,6 years,675
39602,5300,5300,0.1527,36,credit_card,24.88%,CT,RENT,2500,660-664,11,7855,2,1 year,660
85090,5000,5000,0.079,36,debt_consolidation,12.85%,PA,OWN,6666.67,730-734,18,9597,2,3 years,730
90356,15500,15500,0.089,36,home_improvement,16.36%,PA,RENT,9000,700-704,8,4097,4,10+ years,700
26354,11200,11200,0.0791,36,debt_consolidation,13.07%,GA,MORTGAGE,8500,720-724,9,5439,1,3 years,720
100217,16000,16000,0.2376,60,credit_card,27.06%,TX,RENT,5416.67,665-669,18,24610,3,1 year,665
83773,21850,21850,0.158,36,credit_card,26.29%,NJ,RENT,10000,690-694,20,43173,1,4 years,690
46350,2400,2375,0.089,36,debt_consolidation,11.23%,NC,RENT,2333.33,705-709,8,2075,0,4 years,705
23644,2700,2700,0.0579,36,debt_consolidation,19.81%,OH,MORTGAGE,3958.33,750-754,14,13159,1,8 years,750
33138,30100,30100,0.1942,60,home_improvement,3.31%,DC,MORTGAGE,8333.33,705-709,15,3737,3,6 years,705
60512,20000,20000,0.1433,60,debt_consolidation,15.68%,CA,RENT,7083.33,720-724,8,17270,0,5 years,720
48836,6000,6000,0.0662,36,house,16.03%,FL,RENT,4166.67,805-809,5,79,0,1 year,805
45033,2000,2000,0.1465,36,debt_consolidation,16.66%,CA,OWN,2083.33,685-689,5,2566,1,5 years,685
1269,3200,766.09,0.1286,36,other,14.77%,PA,RENT,2824,670-674,6,3318,1,7 years,670
29200,18000,17950,0.1349,60,debt_consolidation,28.35%,MD,MORTGAGE,13333.33,740-744,23,39592,0,< 1 year,740
33736,15000,15000,0.1527,36,small_business,7.85%,NJ,RENT,15416.67,680-684,17,8962,1,6 years,680
24516,5000,5000,0.1199,60,major_purchase,14.85%,TX,RENT,4167,725-729,10,3489,3,2 years,725
53112,7500,7500,0.1367,36,credit_card,15.97%,WV,RENT,4833.33,700-704,8,3908,2,5 years,700
57593,16000,16000,0.1799,36,debt_consolidation,5.64%,CA,RENT,7415.83,665-669,10,21686,3,10+ years,665
37095,20000,20000,0.079,36,small_business,21.42%,TX,MORTGAGE,5000,755-759,6,6264,1,7 years,755
89600,24000,24000,0.158,60,debt_consolidation,16.73%,NC,MORTGAGE,7500,665-669,10,24126,0,7 years,665
14080,25000,24925,0.1595,36,credit_card,17.95%,MD,RENT,7983.33,685-689,14,28330,0,2 years,685
39481,3000,3000,0.0603,36,other,5.50%,VA,RENT,4166.67,750-754,7,9616,0,5 years,750
6717,8000,7875,0.1148,36,other,15.10%,FL,OWN,3833.33,735-739,4,13415,0,6 years,735
27671,13000,13000,0.1099,60,home_improvement,21.70%,GA,MORTGAGE,6517,740-744,14,4663,0,3 years,740
55501,8000,8000,0.0603,36,debt_consolidation,4.51%,OR,MORTGAGE,3500,815-819,9,6737,0,10+ years,815
56361,10000,10000,0.1212,36,home_improvement,31.46%,NY,MORTGAGE,5000,695-699,16,18921,0,6 years,695
5166,20000,19925,0.1253,36,other,3.65%,AZ,MORTGAGE,5200,780-784,3,9231,0,7 years,780
87150,21700,21700,0.1531,36,credit_card,13.93%,CA,MORTGAGE,5147.17,695-699,6,8795,2,n/a,695
29016,2500,2500,0.1199,36,debt_consolidation,9.98%,RI,RENT,6250,680-684,10,11131,3,10+ years,680
103215,10000,9869.17,0.1496,36,debt_consolidation,17.79%,MA,RENT,3750,670-674,16,7201,4,4 years,670
43612,17000,17000,0.079,36,car,27.41%,CA,RENT,3083.33,735-739,12,16756,0,10+ years,735
38534,10000,10000,0.0662,36,debt_consolidation,24.24%,IL,RENT,3750,765-769,9,1623,0,2 years,765
46458,14100,14100,0.1855,36,debt_consolidation,22.70%,AL,OWN,3000,665-669,7,12114,1,10+ years,665
99787,26500,26500,0.2049,60,credit_card,30.36%,MO,MORTGAGE,5000,690-694,14,10350,0,5 years,690
87571,12000,12000,0.1212,36,debt_consolidation,9.70%,CA,MORTGAGE,11166.67,710-714,11,19643,1,3 years,710
102444,2200,-0.01,0.1387,36,credit_card,10.35%,NJ,RENT,3333.33,640-644,10,11606,1,3 years,640
67421,7200,7200,0.0762,36,car,7.97%,CA,RENT,8333.33,730-734,12,25430,0,6 years,730
1076,6500,1196.59,0.0832,36,debt_consolidation,5.43%,PA,MORTGAGE,3333,740-744,9,9830,5,10+ years,740
75473,19750,19750,0.1727,60,debt_consolidation,13.39%,NY,MORTGAGE,6737.5,710-714,14,19070,3,4 years,710
22134,21000,20975,0.1491,60,debt_consolidation,9.64%,CA,RENT,3476.8,725-729,10,0,1,4 years,725
46017,3500,3500,0.1581,36,debt_consolidation,13.14%,AR,MORTGAGE,18333.33,665-669,8,11107,2,7 years,665
26369,2650,2650,0.0749,36,debt_consolidation,21.11%,WV,OWN,1482.92,725-729,15,1808,2,4 years,725
52860,15000,15000,0.1311,36,credit_card,19.36%,CA,OWN,5000,695-699,10,16618,0,10+ years,695
101246,4800,4800,0.1433,36,credit_card,18.91%,IL,MORTGAGE,5833.33,695-699,13,29287,1,5 years,695
53054,12000,12000,0.1799,36,debt_consolidation,17.37%,CT,MORTGAGE,3666.67,670-674,10,7393,0,7 years,670
66184,6000,6000,0.0662,36,debt_consolidation,3.88%,NH,MORTGAGE,5000,760-764,5,4242,0,1 year,760
34351,12000,12000,0.079,60,debt_consolidation,1.88%,DE,MORTGAGE,6666.67,790-794,6,3364,0,6 years,790
68999,1550,1550,0.1212,36,other,11.21%,CA,RENT,5083.33,680-684,9,5755,0,6 years,680
91334,35000,35000,0.1531,36,debt_consolidation,19.59%,PA,MORTGAGE,7500,695-699,11,29953,2,1 year,695
7183,3000,3000,0.0714,36,debt_consolidation,12.85%,PA,RENT,4916.67,730-734,8,3210,0,5 years,730
9928,15000,14775,0.1025,36,credit_card,5.72%,CA,MORTGAGE,9166.67,720-724,13,14887,0,5 years,720
90912,14400,14400,0.1849,36,credit_card,33.23%,FL,RENT,5166.67,665-669,14,11089,2,4 years,665
7565,12000,12000,0.0988,36,educational,5.16%,OH,MORTGAGE,3333.33,755-759,7,1117,3,3 years,755
44547,20000,19975,0.1999,36,debt_consolidation,6.81%,NY,RENT,5500,660-664,11,9028,1,3 years,660
19636,11700,11650,0.0766,36,debt_consolidation,12.13%,MO,MORTGAGE,4583.33,745-749,13,26769,1,10+ years,745
89378,7750,7750,0.1311,36,credit_card,27.28%,TX,MORTGAGE,4208.33,660-664,14,11840,0,2 years,660
35796,12000,12000,0.1991,60,debt_consolidation,11.73%,GA,RENT,3000,660-664,10,10828,0,4 years,660
15164,6000,5750,0.0714,36,debt_consolidation,8.91%,CT,MORTGAGE,4500,760-764,10,4561,1,10+ years,760
48980,5000,5000,0.079,36,home_improvement,27.06%,LA,MORTGAGE,3333.33,720-724,16,11746,0,8 years,720
79282,6000,6000,0.1629,36,credit_card,20.96%,TX,MORTGAGE,4183.33,665-669,10,7335,1,4 years,665
15704,25000,15925,0.1036,60,debt_consolidation,11.22%,NJ,RENT,7916.67,755-759,6,36534,1,2 years,755
52129,23000,23000,0.0762,36,car,6.51%,CA,MORTGAGE,25000,810-814,10,227,0,10+ years,810
75471,10000,10000,0.1311,36,debt_consolidation,9.14%,OH,MORTGAGE,5416.67,700-704,6,8119,1,7 years,700
11953,4800,4800,0.0788,60,major_purchase,7.88%,CA,MORTGAGE,1600,765-769,6,4191,1,n/a,765
77074,20500,20500,0.1212,36,credit_card,30.95%,NV,MORTGAGE,4333.33,705-709,14,33294,0,10+ years,705
23829,21000,20950,0.1879,60,debt_consolidation,20.31%,FL,MORTGAGE,6750,690-694,14,24763,0,< 1 year,690
33557,7500,7500,0.079,36,major_purchase,11.79%,MD,OWN,2916.67,820-824,2,349,0,1 year,820
20782,16800,16800,0.164,36,debt_consolidation,7.02%,MO,MORTGAGE,6666.67,675-679,8,16211,1,< 1 year,675
476,10000,8851.08,0.1166,36,debt_consolidation,8.40%,CA,MORTGAGE,4133.33,685-689,6,11735,2,10+ years,685
25849,12000,12000,0.1649,60,small_business,18.63%,NY,RENT,4000,685-689,9,11376,0,10+ years,685
51979,17900,17900,0.1825,60,debt_consolidation,7.36%,TX,RENT,5000,705-709,7,10217,0,10+ years,705
102637,24000,9675,0.1715,36,debt_consolidation,12.70%,FL,RENT,18483,670-674,14,40099,6,5 years,670
66528,9600,9600,0.1433,36,debt_consolidation,20.69%,MO,MORTGAGE,2750,670-674,16,11518,0,10+ years,670
20309,8000,8000,0.1268,60,credit_card,18.78%,VT,MORTGAGE,11583.33,700-704,13,86700,0,10+ years,700
22312,9000,9000,0.1343,36,major_purchase,19.45%,NJ,OWN,6750,690-694,7,26588,1,4 years,690
32340,10000,10000,0.1465,36,major_purchase,19.25%,OH,MORTGAGE,8083.33,675-679,14,9246,1,10+ years,675
51429,8000,8000,0.1629,36,debt_consolidation,9.75%,TX,RENT,5250,665-669,14,6035,1,5 years,665
11819,12000,12000,0.1632,60,major_purchase,9.74%,TX,RENT,5000,680-684,9,6852,1,3 years,680
95994,20000,19950,0.1114,36,debt_consolidation,17.37%,NH,MORTGAGE,6650,715-719,9,19955,1,10+ years,715
103708,4800,4800,0.0788,36,debt_consolidation,23.95%,FL,MORTGAGE,3750,710-714,19,114509,0,n/a,710
41417,28000,27950,0.1942,60,debt_consolidation,4.56%,VA,MORTGAGE,10813.17,685-689,8,9397,3,10+ years,685
77733,10000,10000,0.1114,36,home_improvement,8.80%,NC,OWN,4000,705-709,17,10750,0,5 years,705
80219,7300,7300,0.0662,36,credit_card,20.11%,GA,MORTGAGE,3416.67,730-734,14,23030,0,4 years,730
41948,8450,8450,0.079,36,debt_consolidation,10.93%,PA,RENT,3000,730-734,6,7603,1,3 years,730
65978,20000,20000,0.2198,60,home_improvement,17.08%,TX,MORTGAGE,5000,675-679,5,19780,1,2 years,675
69027,16000,16000,0.2198,60,home_improvement,10.99%,IL,MORTGAGE,3466.67,665-669,8,13797,1,7 years,665
42567,30000,29950,0.1727,36,debt_consolidation,12.29%,TX,RENT,10000,695-699,17,18680,0,3 years,695
29901,12000,11530.58,0.1523,60,credit_card,20.18%,WA,MORTGAGE,4166.67,700-704,10,18559,1,7 years,700
6521,24500,24450,0.1183,36,house,13.42%,NY,OWN,12500,810-814,10,346,0,10+ years,810
101612,3000,2275,0.1375,36,educational,2.38%,FL,OWN,588.5,640-644,4,469,0,8 years,640
78680,8000,8000,0.1531,36,other,18.62%,CO,OWN,3083.33,680-684,14,1669,2,4 years,680
5923,17000,16786.31,0.0894,36,vacation,2.19%,CA,MORTGAGE,10000,775-779,15,63646,1,< 1 year,775
35870,4200,4200,0.1171,36,debt_consolidation,15.97%,IL,RENT,6041.67,680-684,11,5913,0,8 years,680
32893,1400,1400,0.1427,36,medical,3.05%,OR,RENT,2750,680-684,3,1276,0,1 year,680
59277,2500,2500,0.1465,36,debt_consolidation,23.58%,FL,OWN,5130.42,670-674,13,5942,2,4 years,670
48342,12000,12000,0.1531,36,debt_consolidation,18.24%,TX,MORTGAGE,3333.33,675-679,12,6209,1,7 years,675
33055,2200,2200,0.1171,36,home_improvement,1.02%,NY,MORTGAGE,7167.92,725-729,4,2639,0,3 years,725
93780,35000,35000,0.1629,36,debt_consolidation,19.92%,FL,MORTGAGE,14166.67,660-664,12,216561,1,10+ years,660
84644,12000,12000,0.1409,36,debt_consolidation,10.21%,NY,MORTGAGE,20833.33,695-699,17,23800,2,4 years,695
50596,9600,9575,0.1399,36,other,13.94%,MN,RENT,3206.67,670-674,10,9824,0,9 years,670
93374,16500,16500,0.0603,36,debt_consolidation,22.65%,CA,MORTGAGE,5416.67,815-819,17,14835,0,10+ years,815
10819,15000,14450,0.1186,60,debt_consolidation,16.38%,MA,MORTGAGE,6166.67,730-734,6,42971,0,10+ years,730
27369,1500,1500,0.1149,36,other,15.90%,CA,MORTGAGE,5555.08,685-689,16,21774,2,10+ years,685
89755,4000,4000,0.1212,36,debt_consolidation,25.95%,WI,MORTGAGE,3333.33,705-709,8,24937,0,1 year,705
13183,4325,4250,0.1075,36,other,17.77%,GA,RENT,4400,705-709,7,3365,0,2 years,705
16900,3600,3575,0.0691,36,debt_consolidation,19.07%,CO,RENT,1500,715-719,7,4298,0,< 1 year,715
88332,28000,28000,0.0762,36,debt_consolidation,19.21%,OH,MORTGAGE,14166.67,730-734,10,49026,0,10+ years,730
49292,15000,15000,0.1311,36,credit_card,18.73%,CA,RENT,4000,695-699,7,15055,0,2 years,695
65245,5000,5000,0.1531,36,wedding,10.28%,CA,RENT,1916.67,660-664,8,5982,0,5 years,660
48606,21000,21000,0.1367,36,debt_consolidation,11.42%,SC,MORTGAGE,10700,710-714,12,16830,2,2 years,710
21688,5000,5000,0.1714,60,car,4.17%,WI,MORTGAGE,3000,680-684,4,760,1,10+ years,680
77606,14400,14400,0.1016,36,debt_consolidation,28.54%,MD,MORTGAGE,5083.33,705-709,12,4292,0,9 years,705
65358,13600,13600,0.1311,36,debt_consolidation,20.37%,HI,RENT,3666.67,680-684,14,20411,0,4 years,680
6908,7500,7400,0.0774,36,debt_consolidation,7.72%,NJ,OWN,10000,775-779,14,5195,1,3 years,775
90491,18000,17975,0.1905,36,moving,33.23%,GA,MORTGAGE,5416.67,685-689,10,15626,1,10+ years,685
10594,15000,10765.99,0.0788,36,credit_card,3.90%,OH,RENT,10000,755-759,8,6055,2,5 years,755
49772,4800,4800,0.1212,36,other,16.94%,MD,RENT,4800,680-684,7,2770,0,< 1 year,680
75838,10000,10000,0.1311,36,debt_consolidation,26.87%,CO,RENT,3166.67,680-684,6,7271,0,7 years,680
47896,26500,26450,0.1825,60,debt_consolidation,3.67%,WA,RENT,4416.67,720-724,3,7628,1,3 years,720
6011,15800,15450,0.1114,36,debt_consolidation,21.88%,OK,OWN,8333.33,745-749,7,29860,0,< 1 year,745
58595,20000,20000,0.089,36,debt_consolidation,3.18%,NC,MORTGAGE,17500,735-739,6,28579,2,8 years,735
54201,7000,7000,0.1531,36,credit_card,14.74%,TX,RENT,12208.33,685-689,22,25181,3,10+ years,685
50633,24000,24000,0.0762,36,home_improvement,14.22%,OK,MORTGAGE,6833.33,760-764,8,11058,0,10+ years,760
59083,12000,12000,0.1465,36,debt_consolidation,11.39%,AR,RENT,8333.33,685-689,14,19696,2,6 years,685
101795,10000,550,0.1059,36,debt_consolidation,10.22%,IN,RENT,2083.33,685-689,4,6552,4,< 1 year,685
27048,23000,22975,0.1199,36,credit_card,20.81%,LA,MORTGAGE,7000,725-729,10,21598,3,10+ years,725
23087,14000,13975,0.1751,60,home_improvement,16.44%,NH,OWN,4666.67,695-699,11,10948,3,10+ years,695
84582,18000,17975,0.1875,60,debt_consolidation,23.34%,TX,MORTGAGE,5416.67,695-699,10,14744,2,2 years,695
85509,7000,7000,0.1016,36,other,24.01%,CA,MORTGAGE,10250,705-709,15,43306,0,2 years,705
34695,12700,12700,0.079,60,home_improvement,19.47%,PA,MORTGAGE,5833.33,775-779,12,14787,0,10+ years,775
14152,12000,11975,0.1398,60,credit_card,18.41%,CA,MORTGAGE,4666.67,700-704,14,13616,0,8 years,700
82435,4500,4475,0.1114,36,other,34.74%,WA,RENT,2700,690-694,13,6747,0,10+ years,690
7254,1000,1000,0.0788,36,moving,17.15%,NY,RENT,6000,715-719,11,23572,1,3 years,715
49690,1000,1000,0.1581,36,home_improvement,24.40%,MD,OWN,3000,665-669,5,3430,1,3 years,665
67383,10550,10525,0.1212,36,debt_consolidation,18.75%,NJ,RENT,5583.33,685-689,7,9533,0,10+ years,685
72091,17825,17825,0.1409,36,debt_consolidation,18.85%,TX,MORTGAGE,6250,690-694,12,27554,0,10+ years,690
83505,10750,10750,0.1409,36,other,26.14%,OH,RENT,2666.67,720-724,3,9800,0,8 years,720
55812,13600,13600,0.079,36,home_improvement,12.61%,CA,MORTGAGE,6250,740-744,7,14524,0,n/a,740
80906,20000,20000,0.2247,60,debt_consolidation,23.94%,WA,MORTGAGE,7000,670-674,8,19537,1,10+ years,670
88495,10050,10050,0.1433,36,debt_consolidation,24.59%,MT,MORTGAGE,2500,685-689,9,10421,0,7 years,685
42455,30000,30000,0.089,36,debt_consolidation,26.65%,CA,RENT,6666.67,740-744,7,10472,0,< 1 year,740
63971,27575,27575,0.1727,36,credit_card,33.47%,PA,MORTGAGE,5750,700-704,21,24705,2,n/a,700
92524,14675,14625,0.1311,36,debt_consolidation,19.20%,MA,MORTGAGE,4416.67,695-699,16,17930,2,10+ years,695
79400,10000,10000,0.1409,36,debt_consolidation,17.79%,CA,RENT,3333.33,675-679,9,10525,0,10+ years,675
65957,7275,7275,0.079,36,debt_consolidation,25.41%,CA,RENT,7000,720-724,13,8532,0,4 years,720
88526,4200,4200,0.1727,36,credit_card,14.78%,AK,RENT,2083.33,660-664,7,3690,0,< 1 year,660
104012,25000,24288.45,0.1186,36,debt_consolidation,7.43%,TX,MORTGAGE,5250,730-734,9,18318,4,10+ years,730
30929,13500,13500,0.1969,60,debt_consolidation,15.08%,DC,RENT,2666.67,665-669,6,13341,1,10+ years,665
101002,2200,2200,0.1531,36,debt_consolidation,28.84%,CA,RENT,4750,675-679,13,26552,0,n/a,675
54710,20000,20000,0.1399,36,debt_consolidation,9.57%,CA,RENT,3750,700-704,13,9775,1,10+ years,700
50817,14000,14000,0.1311,36,credit_card,16.78%,CA,RENT,5500,680-684,10,4919,0,7 years,680
88361,12000,12000,0.0662,36,credit_card,10.86%,WA,RENT,12500,730-734,12,15445,0,3 years,730
47163,4200,4200,0.1367,36,other,12.52%,TX,OWN,5000,710-714,8,9234,1,4 years,710
74506,7100,7100,0.1114,36,debt_consolidation,12.46%,GA,MORTGAGE,2183.33,690-694,7,7013,0,10+ years,690
48636,15000,15000,0.1465,36,credit_card,5.52%,WA,MORTGAGE,5416.67,700-704,9,13775,1,10+ years,700
2007,15000,9364.4,0.1095,36,small_business,2.77%,TX,MORTGAGE,6666.67,750-754,13,11002,1,< 1 year,750
55042,9000,8975,0.1465,36,credit_card,14.36%,MI,RENT,2500,665-669,10,11540,0,< 1 year,665
63404,23300,23275,0.2383,60,debt_consolidation,33.56%,GA,MORTGAGE,13666.67,660-664,15,72774,1,9 years,660
97210,20000,20000,0.158,60,credit_card,25.89%,CA,RENT,4166.67,690-694,23,34720,0,5 years,690
56887,2000,2000,0.1399,36,credit_card,25.13%,NY,RENT,7583.33,670-674,11,39656,0,10+ years,670
13181,25000,20737.86,0.1398,60,debt_consolidation,8.91%,VA,RENT,10833.33,720-724,11,35046,2,< 1 year,720
15176,11975,11975,0.1521,60,debt_consolidation,19.81%,MD,MORTGAGE,5382,695-699,11,9475,0,3 years,695
85370,10000,10000,0.158,36,debt_consolidation,13.57%,OH,MORTGAGE,4583.33,675-679,16,24989,1,10+ years,675
4481,9000,8800,0.1148,36,credit_card,18.93%,TX,RENT,3750,715-719,6,14576,0,< 1 year,715
20862,15800,15700,0.1602,60,debt_consolidation,19.64%,CA,MORTGAGE,7388.42,710-714,13,32120,1,10+ years,710
363,10000,4082.56,0.133,36,small_business,6.31%,TX,OWN,10000,660-664,11,28653,0,10+ years,660
102503,3600,0,0.1324,36,other,9.14%,OK,RENT,6290,655-659,7,3453,0,< 1 year,655
60439,10000,10000,0.1311,36,credit_card,7.23%,UT,MORTGAGE,3333.33,700-704,6,10793,2,1 year,700
53648,19500,19500,0.205,36,debt_consolidation,2.93%,WA,MORTGAGE,9250,675-679,5,8915,1,10+ years,675
26129,18000,18000,0.0749,36,credit_card,8.52%,NY,OWN,4250,755-759,5,19566,0,10+ years,755
18058,22000,21950,0.0888,36,debt_consolidation,19.37%,MD,MORTGAGE,6041.67,725-729,9,6055,1,< 1 year,725
240,22350,486.13,0.1407,36,home_improvement,3.66%,NY,OWN,11250,670-674,8,10753,2,1 year,670
103248,5000,5000,0.1392,36,debt_consolidation,10.80%,NY,RENT,2500,700-704,7,2050,4,< 1 year,700
81211,20000,20000,0.0762,36,debt_consolidation,6.61%,CA,RENT,10833.33,770-774,7,16092,0,4 years,770
77887,7000,7000,0.089,36,home_improvement,14.69%,KY,MORTGAGE,5416.67,720-724,14,15272,1,3 years,720
79088,15000,15000,0.1409,60,debt_consolidation,2.67%,NY,RENT,7236.67,750-754,3,3335,0,2 years,750
20486,10000,9975,0.1,60,debt_consolidation,5.70%,KY,MORTGAGE,2333.33,805-809,10,5547,2,< 1 year,805
81840,25000,25000,0.2149,60,debt_consolidation,8.76%,NJ,RENT,6250,680-684,5,17213,0,9 years,680
53284,14400,14400,0.1311,36,debt_consolidation,20.52%,CA,RENT,3333.33,700-704,9,14073,1,3 years,700
43392,10000,10000,0.1065,36,debt_consolidation,12.56%,TX,RENT,2833.33,710-714,5,14087,0,5 years,710
